0	103.31424290166
0.01	100.27124346274
0.02	96.293494912021
0.03	95.279380070311
0.04	98.73066613084
0.05	100.30962399206
0.06	98.849261395976
0.07	104.79646961064
0.08	107.38925251723
0.09	108.04004524958
0.1	107.79339482476
0.11	115.81138700114
0.12	119.2282002873
0.13	116.80356210661
0.14	108.91053418603
0.15	98.329241329315
0.16	96.103664636222
0.17	101.95879805161
0.18	102.40759001471
0.19	98.848954733141
0.2	94.293170810098
0.21	85.007590669123
0.22	88.737170556506
0.23	98.21847324384
0.24	102.90086639646
0.25	106.88204298039
0.26	107.5583668974
0.27	101.61116327662
0.28	92.85068101995
0.29	83.207524290596
0.3	81.147791858748
0.31	80.248078567757
0.32	82.762488297375
0.33	93.456757961233
0.34	102.39484499269
0.35	107.99874018587
0.36	108.46772474083
0.37	108.839379398
0.38	105.03028449673
0.39	97.492695592045
0.4	92.788950567869
0.41	89.652111979607
0.42	90.137203732132
0.43	98.885339787671
0.44	116.25994626234
0.45	129.59809474575
0.46	137.55278020098
0.47	139.30317820274
0.48	139.32813407296
0.49	133.89963199739
0.5	122.16492694604
0.51	109.23585438589
0.52	92.787559446971
0.53	85.654612538031
0.54	87.460613131042
0.55	92.604669518942
0.56	95.263726678303
0.57	93.5395980614
0.58	95.537290094869
0.59	96.688501002367
0.6	96.244501250657
0.61	94.123169208902
0.62	93.834097123685
0.63	101.87194362753
